FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
171220;1000;;0,72;;
171220;1100;;0,68;;
171220;1200;;0,7;;
171220;1300;;0,66;;
171220;1400;;0,65;;
171220;1500;;0,63;;
171220;1600;;0,61;;
171220;1700;;0,64;;
171220;1800;;0,8;;
171220;1900;;0,81;;
171220;2000;;1,13;;
171220;2100;;0,89;;
171220;2200;;0,73;;
171220;2300;;0,74;;
171221;0000;;0,67;;
171221;0100;;0,65;;
171221;0200;;0,66;;
171221;0300;;0,68;;
171221;0400;;0,71;;
171221;0500;;0,62;;
171221;0600;;0,65;;
171221;0700;;0,8;;
171221;0800;;0,78;;
171221;0900;;0,69;;
171221;1000;;0,88;;
171221;1100;;0,95;;
171221;1200;;0,88;;
171221;1300;;0,84;;
171221;1400;;0,93;;
171221;1500;;1,17;;
171221;1600;;0,97;;
171221;1700;;1,13;;
171221;1800;;1,38;;
171221;1900;;1,4;;
171221;2000;;1,17;;
171221;2100;;1,42;;
171221;2200;;1,66;;
171221;2300;;0,99;;
171222;0000;;1,05;;
171222;0100;;0,79;;
171222;0200;;0,64;;
171222;0300;;0,74;;
171222;0400;;0,58;;
171222;0500;;0,6;;
171222;0600;;0,71;;
171222;0700;;0,69;;
171222;0800;;0,73;;
171222;0900;;0,75;;
171222;1000;;0,67;;
171222;1100;;0,77;;
171222;1200;;0,8;;
171222;1300;;0,71;;
171222;1400;;0,79;;
171222;1500;;0,79;;
171222;1600;;0,83;;
171222;1700;;0,8;;
171222;1800;;0,9;;
171222;1900;;0,83;;
171222;2000;;0,9;;
171222;2100;;1,54;;
171222;2200;;0,97;;
171222;2300;;0,97;;
171223;0000;;1,07;;
171223;0100;;0,93;;
171223;0200;;0,91;;
171223;0300;;0,7;;
171223;0400;;0,71;;
171223;0500;;0,56;;
171223;0600;;0,56;;
171223;0700;;0,58;;
171223;0800;;0,62;;
171223;0900;;0,62;;
171223;1000;;0,63;;
171223;1100;;0,62;;
171223;1200;;0,61;;
171223;1300;;0,59;;
171223;1400;;0,62;;
171223;1500;;0,59;;
171223;1600;;0,66;;
171223;1700;;0,66;;
171223;1800;;0,71;;
171223;1900;;0,77;;
171223;2000;;0,82;;
171223;2100;;0,84;;
171223;2200;;0,82;;
171223;2300;;0,69;;
171224;0000;;0,59;;
171224;0100;;0,56;;
171224;0200;;0,53;;
171224;0300;;0,51;;
171224;0400;;0,52;;
171224;0500;;0,51;;
171224;0600;;0,51;;
171224;0700;;0,53;;
171224;0800;;0,6;;
171224;0900;;0,61;;
171224;1000;;0,67;;
171224;1100;;0,65;;
171224;1200;;0,68;;
171224;1300;;0,68;;
171224;1400;;0,66;;
171224;1500;;0,7;;
171224;1600;;0,75;;
171224;1700;;0,81;;
171224;1800;;0,78;;
171224;1900;;0,9;;
171224;2000;;0,82;;
171224;2100;;0,74;;
171224;2200;;0,68;;
171224;2300;;;;
171225;0000;;;;
171225;0100;;;;
171225;0200;;;;
171225;0300;;;;
171225;0400;;;;
171225;0500;;;;
171225;0600;;;;
171225;0700;;;;
171225;0800;;;;
171225;0900;;;;
171225;1000;;;;
171225;1100;;;;
171225;1200;;;;
171225;1300;;;;
171225;1400;;;;
171225;1500;;;;
171225;1600;;;;
171225;1700;;;;
171225;1800;;;;
171225;1900;;;;
171225;2000;;;;
171225;2100;;;;
171225;2200;;;;
171225;2300;;;;
171226;0000;;;;
171226;0100;;;;
171226;0200;;;;
171226;0300;;;;
171226;0400;;;;
171226;0500;;;;
171226;0600;;;;
171226;0700;;;;
171226;0800;;;;
171226;0900;;;;
171226;1000;;;;
171226;1100;;;;
171226;1200;;;;
171226;1300;;;;
171226;1400;;;;
171226;1500;;;;
171226;1600;;;;
171226;1700;;;;
171226;1800;;;;
171226;1900;;;;
171226;2000;;;;
171226;2100;;;;
171226;2200;;;;
171226;2300;;;;
171227;0000;;;;
171227;0100;;;;
171227;0200;;;;
171227;0300;;;;
171227;0400;;;;
171227;0500;;;;
171227;0600;;;;
171227;0700;;;;
171227;0800;;;;
171227;0900;;;;
171227;1000;;;;
171227;1100;;;;
171227;1200;;;;
171227;1300;;;;
171227;1400;;;;
171227;1500;;;;
171227;1600;;;;
171227;1700;;;;
171227;1800;;;;
171227;1900;;;;
171227;2000;;;;
171227;2100;;;;
171227;2200;;;;
171227;2300;;;;
171228;0000;;;;
171228;0100;;;;
171228;0200;;;;
171228;0300;;;;
171228;0400;;;;
171228;0500;;;;
171228;0600;;;;
171228;0700;;;;
171228;0800;;;;
171228;0900;;;;
171228;1000;;;;
171228;1100;;;;
171228;1200;;;;
171228;1300;;;;
171228;1400;;;;
171228;1500;;;;
171228;1600;;;;
171228;1700;;;;
171228;1800;;;;
171228;1900;;;;
171228;2000;;;;
171228;2100;;;;
171228;2200;;;;
171228;2300;;;;
171229;0000;;;;
171229;0100;;;;
171229;0200;;;;
171229;0300;;;;
171229;0400;;;;
171229;0500;;;;
171229;0600;;;;
171229;0700;;;;
171229;0800;;;;
171229;0900;;;;
171229;1000;;;;
171229;1100;;;;
171229;1200;;;;
171229;1300;;;;
171229;1400;;;;
171229;1500;;;;
171229;1600;;;;
171229;1700;;;;
171229;1800;;;;
171229;1900;;;;
171229;2000;;;;
171229;2100;;;;
171229;2200;;;;
171229;2300;;;;
171230;0000;;;;
171230;0100;;;;
171230;0200;;;;
171230;0300;;;;
171230;0400;;;;
171230;0500;;;;
171230;0600;;;;
171230;0700;;;;
171230;0800;;;;
171230;0900;;;;
171230;1000;;;;
171230;1100;;;;
171230;1200;;;;
171230;1300;;;;
171230;1400;;;;
171230;1500;;;;
171230;1600;;;;
171230;1700;;;;
171230;1800;;;;
171230;1900;;;;
171230;2000;;;;
171230;2100;;;;
171230;2200;;;;
171230;2300;;;;
171231;0000;;;;
171231;0100;;;;
171231;0200;;;;
171231;0300;;;;
171231;0400;;;;
171231;0500;;;;
171231;0600;;;;
171231;0700;;;;
171231;0800;;;;
171231;0900;;;;
171231;1000;;;;
171231;1100;;;;
171231;1200;;;;
171231;1300;;;;
171231;1400;;;;
171231;1500;;;;
171231;1600;;;;
171231;1700;;;;
171231;1800;;;;
171231;1900;;;;
171231;2000;;;;
171231;2100;;;;
171231;2200;;;;
171231;2300;;;;
180101;0000;;;;
180101;0100;;;;
180101;0200;;;;
180101;0300;;;;
180101;0400;;;;
180101;0500;;;;
180101;0600;;;;
180101;0700;;;;
180101;0800;;;;
180101;0900;;;;
180101;1000;;;;
180101;1100;;;;
180101;1200;;;;
180101;1300;;;;
180101;1400;;;;
180101;1500;;;;
180101;1600;;;;
180101;1700;;;;
180101;1800;;;;
180101;1900;;;;
180101;2000;;;;
180101;2100;;;;
180101;2200;;;;
180101;2300;;;;
180102;0000;;;;
180102;0100;;;;
180102;0200;;;;
180102;0300;;;;
180102;0400;;;;
180102;0500;;;;
180102;0600;;;;
180102;0700;;;;
180102;0800;;;;
180102;0900;;;;
180102;1000;;;;
180102;1100;;;;
180102;1200;;;;
180102;1300;;;;
180102;1400;;;;
180102;1500;;;;
180102;1600;;;;
180102;1700;;;;
180102;1800;;;;
180102;1900;;;;
180102;2000;;;;
180102;2100;;;;
180102;2200;;;;
180102;2300;;;;
180103;0000;;;;
180103;0100;;;;
180103;0200;;;;
180103;0300;;;;
180103;0400;;;;
180103;0500;;;;
180103;0600;;;;
180103;0700;;;;
180103;0800;;;;
180103;0900;;;;
180103;1000;;;;
180103;1100;;;;
180103;1200;;;;
180103;1300;;;;
180103;1400;;;;
180103;1500;;;;
180103;1600;;;;
180103;1700;;;;
180103;1800;;;;
180103;1900;;;;
180103;2000;;;;
180103;2100;;;;
180103;2200;;;;
180103;2300;;;;
180104;0000;;;;
180104;0100;;;;
180104;0200;;;;
180104;0300;;;;
180104;0400;;;;
180104;0500;;;;
180104;0600;;;;
180104;0700;;;;
180104;0800;;;;
180104;0900;;;;
180104;1000;;;;
180104;1100;;;;
180104;1200;;;;
180104;1300;;;;
180104;1400;;;;
180104;1500;;;;
180104;1600;;;;
180104;1700;;;;
180104;1800;;;;
180104;1900;;;;
180104;2000;;;;
180104;2100;;;;
180104;2200;;;;
180104;2300;;;;
180105;0000;;;;
180105;0100;;;;
180105;0200;;;;
180105;0300;;;;
180105;0400;;;;
180105;0500;;;;
180105;0600;;;;
180105;0700;;;;
180105;0800;;;;
180105;0900;;;;
180105;1000;;;;
180105;1100;;;;
180105;1200;;;;
180105;1300;;;;
180105;1400;;;;
180105;1500;;;;
180105;1600;;;;
180105;1700;;;;
180105;1800;;;;
180105;1900;;;;
180105;2000;;;;
180105;2100;;;;
180105;2200;;;;
180105;2300;;;;
180106;0000;;;;
180106;0100;;;;
180106;0200;;;;
180106;0300;;;;
180106;0400;;;;
180106;0500;;;;
180106;0600;;;;
180106;0700;;;;
180106;0800;;;;
180106;0900;;;;
180106;1000;;;;
180106;1100;;;;
180106;1200;;;;
180106;1300;;;;
180106;1400;;;;
180106;1500;;;;
180106;1600;;;;
180106;1700;;;;
180106;1800;;;;
180106;1900;;;;
180106;2000;;;;
180106;2100;;;;
180106;2200;;;;
180106;2300;;;;
180107;0000;;;;
180107;0100;;;;
180107;0200;;;;
180107;0300;;;;
180107;0400;;;;
180107;0500;;;;
180107;0600;;;;
180107;0700;;;;
180107;0800;;;;
180107;0900;;;;
180107;1000;;;;
180107;1100;;;;
180107;1200;;;;
180107;1300;;;;
180107;1400;;;;
180107;1500;;;;
180107;1600;;;;
180107;1700;;;;
180107;1800;;;;
180107;1900;;;;
180107;2000;;;;
180107;2100;;;;
180107;2200;;;;
180107;2300;;;;
180108;0000;;;;
180108;0100;;;;
180108;0200;;;;
180108;0300;;;;
180108;0400;;;;
180108;0500;;;;
180108;0600;;;;
180108;0700;;;;
180108;0800;;;;
180108;0900;;;;
180108;1000;;;;
180108;1100;;;;
180108;1200;;;;
180108;1300;;;;
180108;1400;;;;
180108;1500;;;;
180108;1600;;;;
180108;1700;;;;
180108;1800;;;;
180108;1900;;;;
180108;2000;;;;
180108;2100;;;;
180108;2200;;;;
180108;2300;;;;
180109;0000;;;;
180109;0100;;;;
180109;0200;;;;
180109;0300;;;;
180109;0400;;;;
180109;0500;;;;
180109;0600;;;;
180109;0700;;;;
180109;0800;;;;
180109;0900;;;;
180109;1000;;;;
180109;1100;;;;
180109;1200;;;;
180109;1300;;;;
180109;1400;;;;
180109;1500;;;;
180109;1600;;;;
180109;1700;;;;
180109;1800;;;;
180109;1900;;;;
180109;2000;;;;
180109;2100;;;;
180109;2200;;;;
180109;2300;;;;
180110;0000;;;;
180110;0100;;;;
180110;0200;;;;
180110;0300;;;;
180110;0400;;;;
180110;0500;;;;
180110;0600;;;;
180110;0700;;;;
180110;0800;;;;
180110;0900;;;;
180110;1000;;;;
180110;1100;;;;
180110;1200;;;;
180110;1300;;;;
180110;1400;;;;
180110;1500;;;;
180110;1600;;;;
180110;1700;;;;
180110;1800;;;;
180110;1900;;;;
180110;2000;;;;
180110;2100;;;;
180110;2200;;;;
180110;2300;;;;
180111;0000;;;;
180111;0100;;;;
180111;0200;;;;
180111;0300;;;;
180111;0400;;;;
180111;0500;;;;
180111;0600;;;;
180111;0700;;;;
180111;0800;;;;
180111;0900;;;;
180111;1000;;;;
180111;1100;;;;
180111;1200;;;;
180111;1300;;;;
180111;1400;;;;
180111;1500;;;;
180111;1600;;;;
180111;1700;;;;
180111;1800;;;;
180111;1900;;;;
180111;2000;;;;
180111;2100;;;;
180111;2200;;;;
180111;2300;;;;
180112;0000;;;;
180112;0100;;;;
180112;0200;;;;
180112;0300;;;;
180112;0400;;;;
180112;0500;;;;
180112;0600;;;;
180112;0700;;;;
180112;0800;;;;
180112;0900;;;;
180112;1000;;;;
180112;1100;;;;
180112;1200;;;;
180112;1300;;;;
180112;1400;;;;
180112;1500;;;;
180112;1600;;;;
180112;1700;;;;
180112;1800;;;;
180112;1900;;;;
180112;2000;;;;
180112;2100;;;;
180112;2200;;;;
180112;2300;;;;
180113;0000;;;;
180113;0100;;;;
180113;0200;;;;
180113;0300;;;;
180113;0400;;;;
180113;0500;;;;
180113;0600;;;;
180113;0700;;;;
180113;0800;;;;
180113;0900;;;;
180113;1000;;;;
180113;1100;;;;
180113;1200;;;;
180113;1300;;;;
180113;1400;;;;
180113;1500;;;;
180113;1600;;;;
180113;1700;;;;
180113;1800;;;;
180113;1900;;;;
180113;2000;;;;
180113;2100;;;;
180113;2200;;;;
180113;2300;;;;
180114;0000;;;;
180114;0100;;;;
180114;0200;;;;
180114;0300;;;;
180114;0400;;;;
180114;0500;;;;
180114;0600;;;;
180114;0700;;;;
180114;0800;;;;
180114;0900;;;;
180114;1000;;;;
180114;1100;;;;
180114;1200;;;;
180114;1300;;;;
180114;1400;;;;
180114;1500;;;;
180114;1600;;;;
180114;1700;;;;
180114;1800;;;;
180114;1900;;;;
180114;2000;;;;
180114;2100;;;;
180114;2200;;;;
180114;2300;;;;
180115;0000;;;;
180115;0100;;;;
180115;0200;;;;
180115;0300;;;;
180115;0400;;;;
180115;0500;;;;
180115;0600;;;;
180115;0700;;;;
180115;0800;;;;
180115;0900;;;;
180115;1000;;;;
180115;1100;;;;
180115;1200;;;;
180115;1300;;;;
180115;1400;;;;
180115;1500;;;;
180115;1600;;;;
180115;1700;;;;
180115;1800;;;;
180115;1900;;;;
180115;2000;;;;
180115;2100;;;;
180115;2200;;;;
180115;2300;;;;
180116;0000;;;;
180116;0100;;;;
180116;0200;;;;
180116;0300;;;;
180116;0400;;;;
180116;0500;;;;
180116;0600;;;;
180116;0700;;;;
180116;0800;;;;
180116;0900;;;;
180116;1000;;;;
180116;1100;;;;
180116;1200;;;;
180116;1300;;;;
180116;1400;;;;
180116;1500;;;;
180116;1600;;;;
180116;1700;;;;
180116;1800;;;;
180116;1900;;;;
180116;2000;;;;
180116;2100;;;;
180116;2200;;;;
180116;2300;;;;
180117;0000;;;;
180117;0100;;;;
180117;0200;;;;
180117;0300;;;;
180117;0400;;;;
180117;0500;;;;
180117;0600;;;;
180117;0700;;;;
180117;0800;;;;
180117;0900;;;;
180117;1000;;;;
180117;1100;;;;
180117;1200;;;;
180117;1300;;;;
180117;1400;;;;
180117;1500;;;;
180117;1600;;;;
180117;1700;;;;
180117;1800;;;;
180117;1900;;;;
180117;2000;;;;
180117;2100;;;;
180117;2200;;;;
180117;2300;;;;
180118;0000;;;;
180118;0100;;;;
180118;0200;;;;
180118;0300;;;;
180118;0400;;;;
180118;0500;;;;
180118;0600;;;;
180118;0700;;;;
180118;0800;;;;
180118;0900;;;;
180118;1000;;;;
180118;1100;;;;
180118;1200;;;;
180118;1300;;;;
180118;1400;;;;
180118;1500;;;;
180118;1600;;;;
180118;1700;;;;
180118;1800;;;;
180118;1900;;;;
180118;2000;;;;
180118;2100;;;;
180118;2200;0,31;;;
180118;2300;0,31;;;
180119;0000;0,25;;;
180119;0100;0,2;;;
180119;0200;0,17;;;
180119;0300;0,19;;;
180119;0400;0,25;;;
180119;0500;0,17;;;
180119;0600;0,29;;;
180119;0700;0,25;;;
180119;0800;0,21;;;
180119;0900;0,25;;;
180119;1000;0,24;;;
180119;1100;0,22;;;
180119;1200;0,24;;;
180119;1300;0,2;;;
180119;1400;0,18;;;
180119;1500;0,18;;;
180119;1600;0,22;;;
180119;1700;0,21;;;
180119;1800;0,25;;;
180119;1900;0,22;;;
180119;2000;0,24;;;
180119;2100;0,22;;;
180119;2200;0,2;;;
180119;2300;0,16;;;
180120;0000;0,14;;;
180120;0100;0,12;;;
180120;0200;0,13;;;
180120;0300;0,13;;;
180120;0400;0,14;;;
180120;0500;0,22;;;
180120;0600;0,21;;;
180120;0700;0,23;;;
180120;0800;0,18;;;
180120;0900;0,16;;;
180120;1000;0,17;;;
180120;1100;0,18;;;
180120;1200;0,18;;;
180120;1300;0,18;;;
180120;1400;;;;
180120;1500;;;;
180120;1600;0,1;;;
180120;1700;0,1;;;
180120;1800;0,1;;;
180120;1900;0,1;;;
180120;2000;0,1;;;
180120;2100;0,1;;;
180120;2200;0,1;;;
180120;2300;0,1;;;
180121;0000;0,12;;;
180121;0100;0,1;;;
180121;0200;0,1;;;
180121;0300;0,1;;;
180121;0400;0,1;;;
180121;0500;0,1;;;
180121;0600;0,1;;;
180121;0700;0,1;;;
180121;0800;0,1;;;
180121;0900;0,1;;;
180121;1000;0,1;;;
180121;1100;0,1;;;
180121;1200;0,1;;;
180121;1300;0,1;;;
180121;1400;0,1;;;
180121;1500;0,1;;;
180121;1600;0,1;;;
180121;1700;0,1;;;
180121;1800;0,1;;;
180121;1900;0,1;;;
180121;2000;0,1;;;
180121;2100;0,15;;;
180121;2200;0,12;;;
180121;2300;0,1;;;
180122;0000;0,1;;;
180122;0100;0,1;;;
180122;0200;0,1;;;
180122;0300;0,1;;;
180122;0400;0,1;;;
180122;0500;0,1;;;
180122;0600;0,1;;;
180122;0700;0,1;;;
180122;0800;0,1;;;
180122;0900;0,1;;;
180122;1000;0,11;;;
180122;1100;0,12;;;
180122;1200;0,1;;;
180122;1300;0,1;;;
180122;1400;0,1;;;
180122;1500;0,11;;;
180122;1600;0,12;;;
180122;1700;0,17;;;
180122;1800;0,22;;;
180122;1900;0,32;;;
180122;2000;0,35;;;
180122;2100;0,52;;;
180122;2200;0,52;;;
180122;2300;0,46;;;
180123;0000;0,3;;;
180123;0100;0,25;;;
180123;0200;0,17;;;
180123;0300;0,12;;;
180123;0400;0,1;;;
180123;0500;0,17;;;
180123;0600;0,19;;;
180123;0700;0,25;;;
180123;0800;0,14;;;
180123;0900;0,11;;;
180123;1000;0,1;;;
180123;1100;0,1;;;
180123;1200;0,13;;;
180123;1300;0,1;;;
180123;1400;0,1;;;
180123;1500;0,1;;;
180123;1600;0,16;;;
180123;1700;0,2;;;
180123;1800;0,21;;;
180123;1900;0,31;;;
180123;2000;0,55;;;
180123;2100;0,7;;;
180123;2200;0,68;;;
180123;2300;0,46;;;
180124;0000;0,28;;;
180124;0100;0,31;;;
180124;0200;0,24;;;
180124;0300;0,31;;;
180124;0400;0,46;;;
180124;0500;0,44;;;
180124;0600;0,42;;;
180124;0700;0,31;;;
180124;0800;0,16;;;
180124;0900;0,18;;;
180124;1000;0,17;;;
180124;1100;0,17;;;
180124;1200;0,17;;;
180124;1300;0,17;;;
180124;1400;0,16;;;
180124;1500;0,16;;;
180124;1600;0,17;;;
180124;1700;0,18;;;
180124;1800;0,19;;;
180124;1900;0,21;;;
180124;2000;0,25;;;
180124;2100;0,33;;;
180124;2200;0,19;;;
180124;2300;0,19;;;
180125;0000;0,16;;;
180125;0100;0,13;;;
180125;0200;0,11;;;
180125;0300;0,17;;;
180125;0400;0,12;;;
180125;0500;0,2;;;
180125;0600;0,36;;;
180125;0700;0,26;;;
180125;0800;0,21;;;
180125;0900;0,14;;;
180125;1000;0,15;;;
180125;1100;0,21;;;
180125;1200;0,22;;;
180125;1300;0,18;;;
180125;1400;0,18;;;
180125;1500;0,17;;;
180125;1600;0,19;;;
180125;1700;0,21;;;
180125;1800;0,22;;;
180125;1900;0,22;;;
180125;2000;0,25;;;
180125;2100;0,61;;;
180125;2200;0,72;;;
180125;2300;0,24;;;
180126;0000;0,13;;;
180126;0100;0,11;;;
180126;0200;0,17;;;
180126;0300;0,11;;;
180126;0400;0,12;;;
180126;0500;0,22;;;
180126;0600;0,3;;;
180126;0700;0,2;;;
180126;0800;0,21;;;
180126;0900;0,19;;;
180126;1000;0,22;;;
180126;1100;0,21;;;
180126;1200;0,2;;;
180126;1300;0,19;;;
180126;1400;0,26;;;
180126;1500;0,2;;;
180126;1600;0,19;;;
180126;1700;;;;
180126;1800;0,28;;;
180126;1900;0,3;;;
180126;2000;0,36;;;
180126;2100;0,31;;;
180126;2200;0,31;;;
180126;2300;0,28;;;
180127;0000;0,22;;;
180127;0100;0,17;;;
180127;0200;0,15;;;
180127;0300;0,13;;;
180127;0400;0,13;;;
180127;0500;0,12;;;
180127;0600;0,13;;;
180127;0700;0,19;;;
180127;0800;0,21;;;
180127;0900;0,26;;;
180127;1000;0,22;;;
180127;1100;0,24;;;
180127;1200;0,23;;;
180127;1300;0,24;;;
180127;1400;0,22;;;
180127;1500;0,21;;;
180127;1600;0,21;;;
180127;1700;0,22;;;
180127;1800;0,26;;;
180127;1900;0,31;;;
180127;2000;0,32;;;
180127;2100;0,33;;;
180127;2200;0,31;;;
180127;2300;0,28;;;
180128;0000;0,23;;;
180128;0100;0,22;;;
180128;0200;0,17;;;
180128;0300;0,16;;;
180128;0400;0,14;;;
180128;0500;0,12;;;
180128;0600;0,14;;;
180128;0700;0,14;;;
180128;0800;0,15;;;
180128;0900;0,19;;;
180128;1000;0,19;;;
180128;1100;0,19;;;
180128;1200;0,22;;;
180128;1300;0,25;;;
180128;1400;0,25;;;
180128;1500;0,24;;;
180128;1600;0,22;;;
180128;1700;0,22;;;
180128;1800;0,23;;;
180128;1900;0,29;;;
180128;2000;0,31;;;
180128;2100;0,31;;;
180128;2200;0,25;;;
180128;2300;0,29;;;
180129;0000;0,2;;;
180129;0100;0,19;;;
180129;0200;0,18;;;
180129;0300;0,14;;;
180129;0400;0,16;;;
180129;0500;0,23;;;
180129;0600;0,6;;;
180129;0700;0,31;;;
180129;0800;0,22;;;
180129;0900;0,21;;;
180129;1000;0,21;;;
180129;1100;0,22;;;
180129;1200;0,23;;;
180129;1300;0,2;;;
180129;1400;0,19;;;
180129;1500;0,19;;;
180129;1600;0,19;;;
180129;1700;0,21;;;
180129;1800;0,23;;;
180129;1900;0,21;;;
180129;2000;0,27;;;
180129;2100;0,29;;;
180129;2200;0,33;;;
180129;2300;0,21;;;
180130;0000;0,15;;;
180130;0100;0,12;;;
180130;0200;0,12;;;
180130;0300;0,11;;;
180130;0400;0,12;;;
180130;0500;0,11;;;
180130;0600;0,2;;;
180130;0700;0,26;;;
180130;0800;0,25;;;
180130;0900;0,32;;;
180130;1000;0,32;;;
180130;1100;0,33;;;
180130;1200;0,29;;;
180130;1300;0,28;;;
180130;1400;0,24;;;
180130;1500;0,23;;;
180130;1600;0,24;;;
180130;1700;0,29;;;
180130;1800;0,28;;;
180130;1900;0,3;;;
180130;2000;0,36;;;
180130;2100;0,47;;;
180130;2200;0,38;;;
180130;2300;0,3;;;
180131;0000;0,23;;;
180131;0100;0,23;;;
180131;0200;0,22;;;
180131;0300;0,16;;;
180131;0400;0,16;;;
180131;0500;0,19;;;
180131;0600;0,22;;;
180131;0700;0,29;;;
180131;0800;0,29;;;
180131;0900;0,28;;;
180131;1000;0,26;;;
180131;1100;0,27;;;
180131;1200;0,29;;;
180131;1300;0,28;;;
180131;1400;0,27;;;
180131;1500;0,28;;;
180131;1600;0,28;;;
180131;1700;0,28;;;
180131;1800;0,29;;;
180131;1900;0,3;;;
180131;2000;0,31;;;
180131;2100;0,37;;;
180131;2200;0,3;;;
180131;2300;0,33;;;
180201;0000;0,32;;;
180201;0100;0,36;;;
180201;0200;0,19;;;
180201;0300;0,16;;;
180201;0400;0,16;;;
180201;0500;0,15;;;
180201;0600;0,28;;;
180201;0700;0,37;;;
180201;0800;0,28;;;
180201;0900;0,29;;;
180201;1000;0,26;;;
180201;1100;0,27;;;
180201;1200;0,24;;;
180201;1300;0,2;;;
180201;1400;0,2;;;
180201;1500;0,19;;;
180201;1600;0,2;;;
180201;1700;0,2;;;
180201;1800;0,22;;;
180201;1900;;;;
180201;2000;0,32;;;
180201;2100;0,27;;;
180201;2200;0,22;;;
180201;2300;0,25;;;
180202;0000;0,2;;;
180202;0100;0,2;;;
180202;0200;0,17;;;
180202;0300;0,26;;;
180202;0400;0,22;;;
180202;0500;0,22;;;
180202;0600;0,38;;;
180202;0700;0,23;;;
180202;0800;0,24;;;
180202;0900;0,2;;;
180202;1000;0,21;;;
180202;1100;0,23;;;
180202;1200;0,23;;;
180202;1300;0,22;;;
180202;1400;0,25;;;
180202;1500;0,26;;;
180202;1600;0,24;;;
180202;1700;0,22;;;
180202;1800;0,21;;;
180202;1900;0,24;;;
180202;2000;0,24;;;
180202;2100;0,24;;;
180202;2200;0,22;;;
180202;2300;0,17;;;
180203;0000;0,18;;;
180203;0100;0,2;;;
180203;0200;0,28;;;
180203;0300;0,21;;;
180203;0400;0,27;;;
180203;0500;0,28;;;
180203;0600;0,58;;;
180203;0700;0,36;;;
180203;0800;0,21;;;
180203;0900;0,22;;;
180203;1000;0,25;;;
180203;1100;0,23;;;
180203;1200;0,22;;;
180203;1300;0,23;;;
180203;1400;0,21;;;
180203;1500;0,21;;;
180203;1600;0,21;;;
180203;1700;0,21;;;
180203;1800;0,21;;;
180203;1900;0,24;;;
180203;2000;0,36;;;
180203;2100;0,44;;;
180203;2200;0,27;;;
180203;2300;0,36;;;
180204;0000;0,4;;;
180204;0100;0,24;;;
180204;0200;0,18;;;
180204;0300;0,17;;;
180204;0400;0,16;;;
180204;0500;0,15;;;
180204;0600;0,17;;;
180204;0700;0,19;;;
180204;0800;0,2;;;
180204;0900;0,22;;;
180204;1000;0,22;;;
180204;1100;0,22;;;
180204;1200;0,22;;;
180204;1300;0,21;;;
180204;1400;0,2;;;
180204;1500;0,2;;;
180204;1600;0,19;;;
180204;1700;0,2;;;
180204;1800;0,2;;;
180204;1900;0,21;;;
180204;2000;0,28;;;
180204;2100;0,24;;;
180204;2200;0,2;;;
180204;2300;0,17;;;
180205;0000;0,14;;;
180205;0100;0,14;;;
180205;0200;0,14;;;
180205;0300;0,14;;;
180205;0400;0,14;;;
180205;0500;0,15;;;
180205;0600;0,18;;;
180205;0700;0,23;;;
180205;0800;0,22;;;
180205;0900;0,26;;;
180205;1000;0,25;;;
180205;1100;0,26;;;
180205;1200;0,24;;;
180205;1300;0,22;;;
180205;1400;0,23;;;
180205;1500;0,21;;;
180205;1600;0,22;;;
180205;1700;0,22;;;
180205;1800;0,23;;;
180205;1900;0,26;;;
180205;2000;0,34;;;
180205;2100;1,04;;;
180205;2200;0,98;;;
180205;2300;0,64;;;
180206;0000;0,46;;;
180206;0100;0,33;;;
180206;0200;0,29;;;
180206;0300;0,23;;;
180206;0400;0,26;;;
180206;0500;0,24;;;
180206;0600;0,42;;;
180206;0700;0,4;;;
180206;0800;0,46;;;
180206;0900;0,31;;;
180206;1000;0,27;;;
180206;1100;0,26;;;
180206;1200;0,21;;;
180206;1300;0,23;;;
180206;1400;0,2;;;
180206;1500;0,23;;;
180206;1600;0,22;;;
180206;1700;0,23;;;
180206;1800;0,26;;;
180206;1900;0,32;;;
180206;2000;0,34;;;
180206;2100;0,28;;;
180206;2200;0,27;;;
180206;2300;0,23;;;
180207;0000;0,19;;;
180207;0100;0,15;;;
180207;0200;0,15;;;
180207;0300;0,14;;;
180207;0400;0,14;;;
180207;0500;0,15;;;
180207;0600;0,16;;;
180207;0700;0,22;;;
180207;0800;0,24;;;
180207;0900;0,24;;;
180207;1000;0,26;;;
180207;1100;0,26;;;
180207;1200;0,31;;;
180207;1300;0,47;;;
180207;1400;0,37;;;
180207;1500;0,38;;;
180207;1600;0,48;;;
180207;1700;0,38;;;
180207;1800;0,35;;;
180207;1900;0,4;;;
180207;2000;0,49;;;
180207;2100;0,41;;;
180207;2200;0,35;;;
180207;2300;0,31;;;
180208;0000;0,23;;;
180208;0100;0,23;;;
180208;0200;0,25;;;
180208;0300;0,19;;;
180208;0400;0,14;;;
180208;0500;0,14;;;
180208;0600;0,28;;;
180208;0700;0,26;;;
180208;0800;0,32;;;
180208;0900;0,34;;;
180208;1000;0,37;;;
180208;1100;0,38;;;
180208;1200;0,37;;;
180208;1300;0,38;;;
180208;1400;0,38;;;
180208;1500;0,34;;;
180208;1600;0,33;;;
180208;1700;0,34;;;
180208;1800;0,46;;;
180208;1900;0,98;;;
180208;2000;0,98;;;
180208;2100;0,75;;;
